Age,Gender,Education,JobTitle,YearsOfExp,Salary
47.0,Male,Master's,Director of Business Development,19.0,170000.0
33.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0
25.0,Female,High School,Sales Executive,1.0,35000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
50.0,Male,PhD,Senior Product Marketing Manager,15.0,150000.0
39.0,Female,Master's Degree,Marketing Manager,14.0,170000.0
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,106218.0
33.0,Female,Master's,Product Manager,11.0,195000.0
30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,57000.0
46.0,Female,Bachelor's Degree,Back end Developer,18.0,155795.0
47.0,Male,PhD,Data Scientist,19.0,190000.0
33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0
26.0,Female,Bachelor's,Data Analyst,3.0,130000.0
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0
23.0,Male,Bachelor's,Data Analyst,1.0,90000.0
36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
31.0,Female,Bachelor's Degree,Marketing Manager,7.0,100000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
42.0,Female,Master's Degree,Director of HR,13.0,135000.0
31.0,Female,PhD,Data Scientist,8.0,140000.0
23.0,Male,Bachelor's Degree,Software Engineer,1.0,60000.0
32.0,Female,PhD,Data Scientist,9.0,145000.0
25.0,Male,Bachelor's Degree,Back end Developer,2.0,90249.0
50.0,Female,Master's Degree,Full Stack Engineer,24.0,192756.0
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0
27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
27.0,Male,PhD,Data Scientist,2.0,115000.0
36.0,Female,Master's Degree,Senior Project Engineer,12.0,130356.0
42.0,Male,Bachelor's Degree,Financial Manager,13.0,130000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0
37.0,Female,Master's Degree,Marketing Manager,12.0,125000.0
40.0,Female,Bachelor's,Senior Marketing Manager,11.0,105000.0
37.0,Female,Master's Degree,Marketing Manager,12.0,125000.0
50.0,Male,PhD,Data Scientist,23.0,225000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
30.0,Male,PhD,Data Scientist,7.0,185000.0
33.0,Female,Master's,Product Manager,11.0,195000.0
39.0,Female,Master's Degree,Marketing Manager,12.0,150000.0
27.0,Male,Bachelor's Degree,Back end Developer,3.0,85000.0
29.0,Female,Master's Degree,Senior HR Generalist,4.0,70000.0
31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0
31.0,Male,High School,Junior Sales Representative,3.0,40000.0
36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0
60.0,Female,PhD,Software Engineer Manager,34.0,188651.0
46.0,Female,PhD,Software Engineer Manager,23.0,168304.0
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
31.0,Female,Bachelor's,Junior Business Development Associate,3.0,50000.0
31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0
45.0,Male,PhD,Director of HR,14.0,140000.0
45.0,Male,Master's Degree,Marketing Manager,20.0,204000.0
40.0,Male,PhD,Data Scientist,15.0,150000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
24.0,Male,Bachelor's Degree,Junior Web Developer,1.0,40000.0
36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0
36.0,Male,Bachelor's,Senior Operations Manager,8.0,95000.0
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0
48.0,Male,Master's,Director of Marketing,21.0,180000.0
46.0,Male,PhD,Senior Project Engineer,14.0,180000.0
50.0,Male,PhD,Senior Project Engineer,18.0,195000.0
36.0,Female,Master's Degree,Senior Software Engineer,13.0,139413.0
49.0,Female,PhD,Senior Product Marketing Manager,20.0,200000.0
44.0,Female,PhD,Senior Product Designer,15.0,150000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
36.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0
24.0,Male,Bachelor's Degree,Sales Representative,1.0,35000.0
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0
30.0,Female,Master's Degree,Front end Developer,5.0,105000.0
36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0
32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0
31.0,Female,High School,Junior Sales Associate,1.0,25000.0
41.0,Female,Bachelor's Degree,Content Marketing Manager,11.0,110000.0
54.0,Female,PhD,Software Engineer Manager,32.0,191510.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
33.0,Female,Bachelor's Degree,Front end Developer,5.0,105000.0
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0
44.0,Female,PhD,Software Engineer Manager,11.0,165000.0
36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0
52.0,Male,PhD,Software Engineer Manager,27.0,190596.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Sales Associate,1.0,30000.0
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
51.0,Male,PhD,Software Engineer Manager,16.0,190000.0
30.0,Male,Bachelor's Degree,Software Engineer,5.0,75000.0
29.0,Female,Bachelor's,Junior Sales Representative,1.5,40000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0
31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0
40.0,Male,PhD,Sales Director,14.0,140000.0
25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0
27.0,Female,Master's Degree,Back end Developer,4.0,73938.0
25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
26.0,Female,Bachelor's Degree,Junior HR Generalist,2.0,42000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
28.0,Female,Master's,Data Scientist,6.0,150000.0
58.0,Male,PhD,Software Engineer Manager,17.0,200000.0
36.0,Male,Master's Degree,Full Stack Engineer,13.0,146508.0
41.0,Male,PhD,Data Scientist,15.0,157000.0
36.0,Female,Bachelor's Degree,Financial Analyst,11.0,150000.0
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0
25.0,Female,High School,Sales Executive,1.0,35000.0
32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
29.0,Female,Bachelor's Degree,Junior Marketing Manager,3.0,55000.0
30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0
34.0,Male,PhD,Research Director,12.0,170000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
28.0,Female,Master's Degree,Full Stack Engineer,4.0,110000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
40.0,Male,PhD,Senior Software Engineer,12.0,160000.0
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0
29.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,55000.0
46.0,Female,Master's Degree,Senior Project Engineer,13.0,180000.0
37.0,Male,PhD,Marketing Manager,7.0,90000.0
46.0,Male,PhD,Senior Project Engineer,14.0,180000.0
35.0,Male,Master's Degree,Full Stack Engineer,9.0,132638.0
49.0,Female,PhD,Senior Product Marketing Manager,20.0,200000.0
36.0,Male,PhD,Senior Research Scientist,11.0,135000.0
28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0
41.0,Female,Bachelor's Degree,Sales Manager,8.0,80000.0
30.0,Female,High School,Junior Sales Associate,1.0,26000.0
31.0,Male,Bachelor's,Software Engineer,9.0,180000.0
42.0,Male,PhD,Senior Project Engineer,14.0,175000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,3.0,65000.0
30.0,Female,Bachelor's,Software Engineer,8.0,180000.0
42.0,Female,Master's Degree,Senior Human Resources Manager,13.0,125000.0
26.0,Female,Master's Degree,Front end Developer,3.0,73218.0
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0
40.0,Male,Master's Degree,Software Engineer Manager,17.0,151670.0
38.0,Male,Master's Degree,Director of Marketing,9.0,95000.0
43.0,Female,Master's Degree,Senior Software Engineer,12.0,170000.0
26.0,Female,Bachelor's Degree,Graphic Designer,1.0,45000.0
26.0,Female,High School,Sales Executive,1.0,35000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0
28.0,Female,PhD,Director of Marketing,6.0,105000.0
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0
26.0,Male,High School,Sales Manager,2.0,40000.0
31.0,Male,PhD,Senior Human Resources Manager,7.0,90000.0
31.0,Female,PhD,Data Scientist,8.0,140000.0
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0
37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0
31.0,Female,Master's Degree,Financial Manager,7.0,120000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
36.0,Male,Master's Degree,Back end Developer,9.0,150000.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0
43.0,Female,PhD,Senior Product Designer,18.0,140000.0
30.0,Female,Bachelor's,Junior Marketing Manager,4.0,50000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0
32.0,Male,Master's Degree,Back end Developer,6.0,130000.0
31.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0
29.0,Female,Master's Degree,Software Developer,5.0,70000.0
46.0,Female,Bachelor's Degree,Back end Developer,19.0,150729.0
32.0,Female,PhD,Data Scientist,9.0,145000.0
28.0,Female,Bachelor's Degree,Senior Project Engineer,3.0,70397.0
32.0,Male,Master's Degree,Product Manager,7.0,110000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
43.0,Female,PhD,Director of HR,14.0,140000.0
26.0,Male,High School,Junior Sales Associate,1.0,26000.0
26.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,45000.0
28.0,Male,Bachelor's,Software Engineer,5.0,150000.0
38.0,Female,PhD,Senior Research Scientist,12.0,140000.0
41.0,Female,PhD,Director of Data Science,16.0,200000.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
37.0,Male,Master's Degree,Senior Software Engineer,8.0,150000.0
28.0,Male,High School,Junior Sales Associate,2.0,35000.0
30.0,Female,PhD,Data Scientist,6.0,100000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
27.0,Female,Bachelor's,Data Analyst,5.0,125000.0
42.0,Male,Master's Degree,Senior Software Engineer,18.0,180000.0
27.0,Male,Bachelor's,Software Engineer,4.0,160000.0
45.0,Male,Master's Degree,Senior Software Engineer,21.0,180367.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0
46.0,Female,Bachelor's Degree,Back end Developer,19.0,150729.0
34.0,Male,PhD,Director of HR,9.0,95000.0
37.0,Male,Bachelor's Degree,Sales Director,7.0,90000.0
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0
33.0,Male,Master's Degree,Senior Data Scientist,8.0,120000.0
26.0,Female,Master's Degree,Back end Developer,3.0,90000.0
28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0
33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
45.0,Male,Master's Degree,Marketing Manager,13.0,130000.0
34.0,Male,Master's Degree,Back end Developer,8.0,140000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,85000.0
41.0,Male,PhD,Data Scientist,13.0,140000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0
51.0,Male,Master's Degree,Senior Software Engineer,28.0,186610.0
28.0,Male,Master's,Product Manager,3.0,130000.0
42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
49.0,Female,PhD,Senior Product Marketing Manager,20.0,200000.0
29.0,Female,Master's Degree,Web Developer,3.0,60000.0
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
43.0,Female,Master's Degree,Digital Marketing Manager,15.0,150000.0
31.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0
49.0,Male,Master's Degree,Full Stack Engineer,22.0,179045.0
30.0,Male,Master's Degree,Financial Analyst,6.0,100000.0
37.0,Female,Bachelor's,Senior Financial Analyst,9.0,100000.0
41.0,Female,PhD,Director of Data Science,16.0,200000.0
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
31.0,Male,PhD,Data Scientist,7.0,110000.0
31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0
29.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,55000.0
29.0,Male,Bachelor's,Data Analyst,7.0,130000.0
36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0
33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
45.0,Male,PhD,Data Scientist,19.0,190000.0
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
35.0,Male,Bachelor's Degree,Web Developer,6.0,80000.0
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0
25.0,Male,Bachelor's,Data Analyst,2.0,125000.0
29.0,Female,Bachelor's Degree,Web Developer,3.0,60000.0
25.0,Male,High School,Junior Sales Associate,1.0,30000.0
28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0
28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,65000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
40.0,Male,PhD,Data Scientist,15.0,150000.0
29.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0
32.0,Male,High School,Junior Sales Representative,3.0,40000.0
31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0
37.0,Male,Master's Degree,Software Engineer Manager,10.0,150000.0
38.0,Male,Bachelor's Degree,Front end Developer,11.0,136062.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
33.0,Male,PhD,Data Scientist,8.0,190000.0
45.0,Male,PhD,Director of HR,13.0,135000.0
22.0,Female,High School,Sales Associate,0.0,25000.0
28.0,Female,Bachelor's,Software Engineer,5.0,150000.0
30.0,Female,Master's Degree,Front end Developer,5.0,105000.0
41.0,Female,PhD,Director of Data Science,16.0,200000.0
27.0,Female,Master's Degree,Back end Developer,2.0,70000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0
50.0,Male,Bachelor's,CEO,25.0,250000.0
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0
35.0,Female,PhD,Research Director,11.0,160000.0
36.0,Female,PhD,Research Scientist,13.0,185000.0
38.0,Female,PhD,Senior Research Scientist,12.0,140000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
42.0,Male,PhD,Data Scientist,13.0,140000.0
57.0,Female,PhD,Software Engineer Manager,33.0,191790.0
29.0,Female,High School,Junior Sales Associate,1.0,30000.0
23.0,Male,High School,Sales Executive,1.0,35000.0
27.0,Male,PhD,Data Scientist,2.0,115000.0
34.0,Female,Master's,Product Manager,12.0,196000.0
35.0,Male,PhD,Senior Research Scientist,10.0,130000.0
28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0
36.0,Female,Master's Degree,Marketing Director,11.0,160000.0
27.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0
37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0
35.0,Female,PhD,Senior Product Marketing Manager,9.0,95000.0
29.0,Female,High School,Junior Sales Associate,1.0,26000.0
31.0,Male,High School,Junior Web Developer,4.0,55000.0
26.0,Male,High School,Junior Sales Associate,2.0,31000.0
48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
24.0,Female,High School,Receptionist,0.0,25000.0
41.0,Male,Bachelor's Degree,Content Marketing Manager,12.0,120000.0
46.0,Male,Master's Degree,Marketing Manager,14.0,140000.0
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
43.0,Male,Master's Degree,Full Stack Engineer,20.0,167207.0
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0
29.0,Female,Master's Degree,Back end Developer,3.0,90000.0
27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0
33.0,Male,Master's,Data Scientist,10.0,195000.0
42.0,Male,Bachelor's Degree,Content Marketing Manager,13.0,130000.0
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0
31.0,Female,PhD,Data Scientist,8.0,140000.0
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0
32.0,Female,Master's Degree,Full Stack Engineer,5.0,120000.0
28.0,Male,Bachelor's,Software Engineer,3.0,125000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
26.0,Female,Master's Degree,Front end Developer,3.0,73218.0
45.0,Male,PhD,Data Scientist,18.0,180000.0
46.0,Male,PhD,Data Scientist,18.0,180000.0
26.0,Male,Master's Degree,Full Stack Engineer,4.0,91397.0
27.0,Female,High School,Junior HR Generalist,1.0,32000.0
45.0,Male,PhD,Software Engineer Manager,16.0,185000.0
26.0,Female,High School,Sales Executive,1.0,35000.0
41.0,Male,PhD,Senior Project Engineer,13.0,185000.0
32.0,Female,Master's Degree,Financial Manager,8.0,120000.0
29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
29.0,Female,Bachelor's,Data Analyst,6.0,120000.0
33.0,Male,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,58000.0
27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0
49.0,Female,High School,Senior Project Engineer,25.0,154207.0
24.0,Male,High School,Junior Sales Associate,1.0,25000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0
23.0,Male,Bachelor's Degree,Back end Developer,1.0,55000.0
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0
31.0,Male,Master's,Data Scientist,9.0,185000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0
41.0,Male,Bachelor's Degree,Content Marketing Manager,12.0,120000.0
31.0,Female,PhD,Data Scientist,8.0,140000.0
34.0,Female,PhD,Research Director,10.0,150000.0
32.0,Male,Master's Degree,Product Manager,7.0,110000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
41.0,Female,Master's,Senior Marketing Analyst,14.0,100000.0
46.0,Male,PhD,Senior Project Engineer,14.0,180000.0
35.0,Male,PhD,Senior Research Scientist,10.0,130000.0
29.0,Male,Bachelor's,Software Engineer,4.0,140000.0
41.0,Male,Bachelor's Degree,Financial Manager,12.0,120000.0
42.0,Male,Master's Degree,Product Manager,14.0,180000.0
27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0
44.0,Male,Master's Degree,Senior Software Engineer,18.0,152168.0
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0
29.0,Male,Bachelor's,Data Analyst,7.0,130000.0
29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0
38.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0
44.0,Male,PhD,Data Scientist,15.0,150000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
30.0,Female,PhD,Data Scientist,7.0,170000.0
46.0,Male,Bachelor's Degree,Senior Project Engineer,25.0,166958.0
35.0,Male,PhD,Senior Research Scientist,10.0,130000.0
44.0,Female,Master's Degree,Senior Software Engineer,12.0,170000.0
55.0,Male,Bachelor's Degree,Senior Project Engineer,28.0,193964.0
31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
26.0,Female,Master's Degree,Senior HR Generalist,2.0,55000.0
28.0,Male,Bachelor's,Junior Operations Analyst,1.5,35000.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
24.0,Female,High School,Receptionist,0.0,25000.0
26.0,Male,Master's Degree,Full Stack Engineer,4.0,102859.0
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0
25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0
25.0,Female,Master's,Data Analyst,1.0,100000.0
27.0,Female,Master's Degree,Back end Developer,2.0,70000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,75000.0
33.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,124071.0
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0
42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
33.0,Female,Master's Degree,Software Developer,8.0,95000.0
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
42.0,Female,Bachelor's,Sales Manager,17.0,100000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
30.0,Male,Master's Degree,Full Stack Engineer,6.0,105725.0
36.0,Female,Bachelor's,Administrative Assistant,8.0,45000.0
42.0,Male,Master's Degree,Product Manager,14.0,180000.0
28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0
27.0,Female,Master's Degree,Senior HR Generalist,4.0,70000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,75000.0
38.0,Male,Master's Degree,Full Stack Engineer,15.0,170995.0
24.0,Female,High School,Receptionist,0.0,25000.0
32.0,Female,PhD,Data Scientist,9.0,145000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0
31.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
29.0,Female,Bachelor's Degree,Product Manager,5.0,80000.0
27.0,Male,Bachelor's,Software Engineer,4.0,160000.0
32.0,Male,Master's Degree,Product Manager,7.0,110000.0
31.0,Female,PhD,Data Scientist,8.0,140000.0
44.0,Male,Master's Degree,Senior Software Engineer,18.0,152168.0
57.0,Male,PhD,Software Engineer Manager,18.0,195000.0
31.0,Female,PhD,Data Scientist,8.0,140000.0
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
50.0,Female,PhD,Software Engineer Manager,16.0,190000.0
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
28.0,Female,High School,Sales Representative,3.0,40000.0
31.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0
37.0,Male,Bachelor's Degree,Product Manager,12.0,150000.0
46.0,Male,PhD,Software Engineer Manager,14.0,180000.0
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0
43.0,Female,Master's Degree,Sales Manager,14.0,140000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
26.0,Female,Bachelor's Degree,Marketing Coordinator,2.0,40000.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0
33.0,Female,Master's,Product Manager,11.0,195000.0
26.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0
39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
33.0,Female,Bachelor's Degree,Marketing Manager,9.0,140000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
35.0,Male,PhD,Senior Research Scientist,10.0,130000.0
24.0,Female,High School,Juniour HR Coordinator,1.0,32000.0
36.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0
27.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,50000.0
26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0
33.0,Male,Master's,Product Designer,6.0,90000.0
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
33.0,Male,Master's Degree,Back end Developer,6.0,130000.0
41.0,Male,PhD,Data Scientist,13.0,140000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0
30.0,Female,Bachelor's Degree,Full Stack Engineer,5.0,100000.0
31.0,Female,Bachelor's Degree,Human Resources Coordinator,4.0,55000.0
38.0,Female,Master's Degree,Senior Software Engineer,13.0,134858.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
42.0,Male,PhD,Data Scientist,14.0,140000.0
34.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0
33.0,Male,Master's Degree,Senior Data Scientist,8.0,120000.0
26.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0
23.0,Male,Bachelor's Degree,Sales Representative,1.0,35000.0
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0
37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0
24.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0
21.0,Female,High School,Junior Sales Representative,0.0,25000.0
28.0,Female,Bachelor's,Software Engineer,5.0,150000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0
32.0,Male,Bachelor's,Data Scientist,8.0,180000.0
25.0,Female,High School,Sales Executive,1.0,35000.0
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0
27.0,Male,High School,Back end Developer,4.0,80247.0
32.0,Female,Bachelor's Degree,Junior Sales Representative,3.0,40000.0
28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0
26.0,Male,Bachelor's,Data Analyst,3.0,120000.0
41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0
29.0,Female,High School,Junior Sales Associate,1.0,30000.0
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,58000.0
43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0
28.0,Female,Bachelor's Degree,Junior HR Coordinator,3.0,45000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
